"['people', 'scream', 'open', 'economy', 'scream', 'force', 'wear', 'mask', 'commonsense', 'justdoit']" negative
"['lift', 'economy', 'follow', 'rule', 'ignorance', 'confine', 'economic', 'scrap', 'heap', 'flouter', 'health', 'rule', 'punish']" negative
"['breath', 'poison', 'sicken', 'chinese', 'pay', 'virus', 'tax', 'dollar', 'fund', 'contaminate', 'badly', 'push', 'sicken', 'kill', 'economy', 'destroy', 'long', 'agenda', '4them']" negative
"['lmao', 'blame', 'coronavirus', 'dotard', 'lmao', 'love', 'john', 'mccain', 'roll', 'grave', 'loser', 'stock', 'worry', 'fact', 'economy']" neutral
"['ve', 'change', 'swing', 'time', 'month', 'finally', 'hit', 'ain', 'club', 'boost', 'economy', 'buy', 'back', 'set']" positive
"['economy', 'queer', 'femme', 'cod']" negative
"['govrondesantis', 'haven', 'improvement', 'miami', 'trade', 'health', 'economy']" positive
"['rig', 'election', 'rig', 'economy', 'rig', 'american', 'dream', 'lie']" negative
"['reinvigorate', 'economy', 'covid', '19', 'massive', 'funding', 'package', 'greennewdeal', 'tradies', 'develop', 'energyplan', 'energyinfrastructureplan', 'job', 'low', 'energy', 'price', 'include', 'electrical', 'vehicle', 'esp', 'mining', 'insider']" negative
"['love', 'people', 'argue', 'pr', 'independence', 'realize', 'fully', 'functional', 'power', 'grid', 'functional', 'economy', 'independence', 'death']" positive
"['thing', 'democrat', 'fear', 'booming', 'economy', 'democrat', 'work', 'democrat', 'food', 'stamp', 'welfare', 'unemployed', 'control', 'destroy', 'economy', 'virus', 'riots', 'protest']" negative
"['shouldn', 'wear', 'mask', 'dangerous', 'common', 'flu', 'joke', 'democrats', 'cripple', 'economy', 'fake', 'race', 'issue', 'liberalsheep']" negative
"['trump', 'economy', 'boom', 'blake', 'billion', 'dollar', 'month', 'ago', '50', 'cent', 'leave', 'bus', 'transit', '1', '50', 'ride', 'matter', 'blake', 'trump', 'dismantle', 'pandemic', 'team', '2', 'yr', 'ago', 'ill', 'prepare', 'covid', '19', 'pandemic']" positive
"['coronavirus', 'stupid', 'economy', 'function', 'full', 'throttle', 'virus', 'bottle', 'defeat', 'coronavirus', 'trade', 'illusion']" neutral
"['silly', 'sound', 'solar', 'powered', 'water', 'condenser', 'produce', '600', 'bottle', 'purified', 'water', 'small', 'solar', 'panel', 'revolution', 'water', 'conservation', 'economy', 'investment']" neutral
"['schwarzenegger', 'calif', 'h1n1', 'virus', '60', 'million', 'people', 'worldwide', 'affect', 'shut', 'economy', 'enforced', 'people', 'safety', 'precaution', 'gavinnewsom', 'handle', 'virus', 'shut', 'economy']" negative
"['reminder', 'regard', 'term', 'economy', 'regard', 'mandate', 'shutdown', 'isn', 'stock', 'price', 'lack', 'income', 'worker', 'people', 'work', 'fee', 'child', 'pay', 'mortgage', 'turn', 'important']" positive
"['powerful', 'game', 'change', 'approach', 'tackle', 'world', 'problem', 'result', 'single', 'mind', 'gvp', 'drive', 'economy']" neutral
"['atlantic', 'city', 'antic', 'people', 'single', 'handedly', 'wreck', 'economy', 'rachelbitecofer', 'recommendation']" positive
"['bet', 'praise', 'economy', 'low', 'unemployment', 'rate', 'black', 'american', 'employ', 'history', 'covid', '19', 'prepare', 'trump', 'didn', 'find', 'fault']" positive
"['point', 'time', 'american', 'good', 'basement', 'biden', 'trump', 'sell', 'service', 'men', 'woman', 'russia', 'slaughter', 'build', 'economy', 'midst', 'global', 'pandemic', '45', 'mill', 'unemployment', 'fuck']" positive
"['expect', 'rebound', 'economy', 'prevent', 'coronavirus', 'spread', 'wasted', 'month', 'lockdown']" negative
"['governor', 'destroy', 'economy', 'elect', 'raise', 'economy', 'texas', 'govabbott', 'live', 'aid', 'diabetes', 'heart', 'failure', 'hep', 'flu', 'cancer', 'govabbott', 'turn', 'turncoat']" negative
"['care', 'economy']" negative
"['wrong', 'set', 'dude', 'nickmangwana', 'speak', 'mohcczim', 'zeczim', 'reservebankzim', 'command', 'economy', 'run', 'propaganda', 'hazvizikanwe', 'kuti', 'theoretical', 'limit', 'propaganda', 'work']" neutral
"['ministry', 'economy', 'brazil', 'appointment', 'abraham', 'weintraub', 'world', 'bank', 'assine', 'petição', 'change_br']" negative
"['love', 'mankind', 'pay', 'forward', 'wearamask', 'stop', 'coronapandemic', 'destroy', 'economy', 'washhands', 'socialdistancing', 'whenweallvote', 'rockthevote', 'edvotes', 'commoncause', 'iava', 'aflcio', 'npratc', 'usatoday', 'edvoters', 'joenbc', 'votevets', 'robreiner']" positive
"['unbelievable', 'true', 'surprised', 'economy', 'promote', 'trump', 'reelection', 'president', 'reelect']" positive
"['clinton', 'democrat', 'truth', 've', 'spend', 'mr', 'trump', 'presidency', 'accuse', 'pretty', 'lie', 'accuse', 'kill', '100ks', 'american', 'donald', 'busy', 'guy', 'booming', 'economy', 'gangster']" negative
"['run', 'business', 'scotland', 'rely', 'tourism', 'directly', 'provide', 'employment', 'local', 'economy', 'high', 'standard', 'place', 'clientele', 'low', 'risk', 'standard', 'implement', 'scotgov', 'hse', 'nationalism', 'play', 'part']" neutral
"['rule', 'year', 'damage', 'india', 'extent', 'year', 'licence', 'raj', 'ensure', 'elite', 'control', 'business', 'economy', 'open', 'upa', 'make', 'india', 'dumping', 'ground', 'production', 'china', 'promote', 'entrepreneurship', 'time', 'fix', 'thing']" neutral
"['make', 'political', 'angle', 'mayor', 'curry', 'worried', 'republican', 'convention', 'jax', 'great', 'economy', 'iif', 'wasn', 'label', 'coved', 'victim', 'number', 'bad']" neutral
"['uspoli', 'covid', '19', 'economy', 'die', 'billbramhall', 'auspol', 'insider']" negative
"['corrupt', 'person', 'economy', 'administration', 'total', 'denial', '125', '000', 'dead', '2', '5', 'million', 'case', 'europe', 'win', 'american', 'eu', 'bad', 'golf']" negative
"['eu', 'outbreak', 'undercontrol', 'economy', 'florida', 'relies', 'tourism', 'literal', 'coronavirus', 'outbreak', 'literally', 'economy', 'viral', 'outbreak']" negative
"['movie', 've', 'rise', 'preventable', 'covid', '19', 'case', 'call', 'shutdown', 'rampant', 'politicization', 'common', 'sense', 'persistent', 'jobless', 'claim', 'wall', 'street', 'nerve', 'turn', 'feed', 'action', 'groundhog', 'day', 'economy', 'ps', 'suck']" negative
"['people', 'realise', 'bad', 'impact', 'water', 'farm', 'industry', 'employment', 'emigration', 'loss', 'bright', 'mind', 'economy', 'trash', 'importantly', 'people', 'leave', 'punjabi', 'culture', 'sikhi']" negative
"['blame', 'poor', 'economy', 'trump']" neutral
"['agree', '99', '100', 'agree', 'economy', 'police', 'brutality', 'educational', 'reform', 'happen', 'disagree', 'problem', 'solve', 'treat', 'enemy', 'amazing', 'completely', 'counterproductive']" negative
"['mr', 'president', 'put', 'fraud', 'doctor', 'gloom', 'back', 'tv', 'stop', 'nonsense', 'mouth', 'destroy', 'economy', 'stock', 'market', 'give', 'real', 'number', 'people', 'die', 'virus', 'die']" negative
"['state', 'revert', 'restriction', 'virus', 'case', 'surge', 'coronavirus', 'virus', 'covid', '19', 'pandemic', 'lockdown', 'health', 'feed', 'restaurant', 'news', 'job', 'healthcare', 'economy']" negative
"['geee', 'state', 'scotus', 'appointment', 'massive', 'economy', 'recovery', 'treason', 'trial', 'maganificent', 'start']" positive
"['good', 'economy', 'stifle', 'voice', 'happen', 'government', 'imagine', 'weren', 'century', 'colonialism', 'pr', 'build', 'wealth', 'statehood', 'fully', 'claim']" neutral
"['unexplainable', 'rule', '50', 'naira', 'stamp', 'duty', 'apply', 'remove', '150', 'strive', 'stay', 'home', 'head', 'safe', 'economy', 'smile', 'guy', 'father', 'christmas', 'government', 'loyal', 'customer']" positive
"['warn', 'action', 'great', 'upheaval', 'crypto', 'global', 'economy', 'price', '0', '01', 'coin', 'market', 'cap', 'bitcoin', 'empr', 'top', 'crypto', 'currency', 'oneafrica']" positive
"['50', 'mutuals', 'follow', 'economy', 'beyoncé', 'internet', 'piss']" negative
"['weird', 'hear', 'economy', 'good', 'life', 'time', 'covid', 'dwindle', 'make', 'libs', 'pres', 'obama', 'manufacturer', 'country']" neutral
"['warn', 'trump', 'gop', 'cripple', 'drag', 'medical', 'debt', 'economy', 'trump', 'succeed', 'kill', 'aca', 'ugly', 'clueles', 'cruel']" negative
"['rational', 'path', 'forward', 'true', 'equality', 'public', 'sector', 'continually', 'expand', 'economy', 'improve', '14', 'education', 'access', 'opportunity', 'regard', 'race', 'sex', 'color', 'ethnicity', 'national', 'origin']" positive
"['back', 'economy', 'gain', 'edmorrissey', 'flattenthefea']" positive
"['gop', 'version', 'free', 'economy']" positive
"['suburban', 'mom', 'soft', 'tone', '1', 'vision', '4', 'year', '2', 'show', 'empathy', 'racial', 'issue', 'covid', 'offer', 'hope', '3', 'vp', 'senatortimscott', 'unify', 'relieve', 'racial', 'tension', '4', 'speak', 'law', 'order', 'mob', 'issue', '5', 'give', 'hope', 'economy']" positive
"['guess', 'start', 'learn', 'speak', 'mandarin', 'china', 'buy', 'entire', 'world', 'include', 'bc', 'realdonaldtrump', 'focus', 'wrong', 'shit', 'suppose', 'concerned', 'regard', 'economy']" neutral
"['wow', 'drink', 'kool', 'aid', '4', 'year', 'crappy', 'hope', 'change', 'presidency', '1', 'stock', 'market', 'real', 'economy', 'make', 'rich', 'wealthy', '2', 'dodd', 'frank', 'obama', 'care', 'write', 'lobbyist', 'crap', 'refute']" positive
"['hidalgos', 'treasonous', 'action', '60', '000', 'protester', 'city', 'property', 'blatant', 'disregard', 'state', 'emergency', 'duty', 'dhs', 'mandate', '1', 'slow', 'spread', 'virus', '2', 'safe', 'phase', 'reopen', 'economy']" negative
"['trump', 'drive', 'economy', 'cliff']" positive
"['eso', 'el', 'esequibo', 'es', 'parte', 'de', 'guyana', 'resolve', 'acuerdo', 'de', 'ginebra', 'land', 'oil', 'mighty', 'essequibo', 'belong', 'venezuela', 'redeem', 'economy', 'claim', 'land', 'essequibo', 'guyana']" positive
"['suspect', 'fight', 'uphold', 'slave', 'economy', 'deep', 'didn', 'slave', 'owner', 'kind', 'horror', 'slave', 'underwent', 'day', 'life', 'understand', 'status', 'quo', 'risk']" positive
"['virtual', 'growth', 'group', 'june', '24th', '2020', 'newhope', 'newhopechurch', 'sharingnewhope', 'jesussaves', 'gunrights', 'wsj', 'greatawakening', 'wakeupamerica', 'cnn', 'theology', 'economy', 'trend', 'ccot', 'spygate', 'christianity', 'apologetics', 'bible', 'christianapologetics', 'jesus']" negative
"['people', 'wear', 'mask', 'shut', 'business', 'employee', 'infect', 'support', 'economy', 'wear', 'mask']" positive
"['cherry', 'data', 'pin', 'change', 'community', 'sentiment', 'event', 'broadly', 'wider', 'message', 'give', 'community', 'opening', 'society', 'economy']" negative
"['huckabee', '143', 'dr', 'ben', 'carson', 'great', 'idea', 'joy', 'rt', 'politics', 'pjnet', 'invest', 'maga', 'google', 'youareworthmore', 'hr', 'money', 'ccot', 'upnext', 'ap', 'economy', 'entrepreneur', 'finance', 'leader', 'leadership', 'marypatriotnews', 'youngleaders', 'video']" positive
"['chapter', '11', 'bankruptcy', 'filing', 'surge', 'creditor', 'protect', 'enforce', 'national', 'bureau', 'economic', 'research', 'recently', 'announce', 'economy', 'officially', 'enter', 'recession', 'ri', 'bankruptcy', 'lawyer']" positive
"['give', 'fuck', 'thing', 'lol', 'entitled', 'people', 'govt', 'care', 'economy', 'win', 'handle', 'correctly', 'country', 'fuck', 'lol']" positive
"['senator', 'grassley', 'economy', 'inherit', 'obama', 'real', 'president', 'wouldn', 'work']" positive
"['omg', 'fuck', 'fantastic', 'economy', 'fuck', 'people', 'die', 'great', 'news', 'prioritize', 'dimwit']" positive
"['increase', 'end', 'buy', 'stuff', 'stimulate', 'economy', 'good', 'thing']" positive
"['ty', 'roy', 'add', 'company', 'late', 'stage', 'feel', 'hamstrung', 'mi', 'align', 'inflexible', 'capital', 'put', 'mission', 'risk', 'call', 'purpose_economy', 'mid', 'size', 'buyout', 'fund', 'transition', 'multi', 'stakeholder', 'ownership']" negative
"['stop', 'mask', 'sham', 'human', '19', '5', '21', '0', 'o2', 'healthy', 'breathing', 'environment', 'wear', 'mask', 'reduce', 'approx', '17', 'create', 'hazardous', 'breathing', 'envirnoment', 'washingtonpost', 'south', 'carolina', 'economy', 'shame', 'good', 'guy', 'wear', 'mask']" positive
"['pandemic', 'democrat', 'back', 'white', 'house', 'democrat', 'fauci', 'care', 'destroy', 'great', 'economy', 'rich', 'time', 'people', 'stop', 'craziness', 'cdc']" positive
"['good', 'man', 'heal', 'nation', 'botched', 'republican', 'presidency', 'crash', 'economy', 'man', 'crash', 'economy', 'biden', 'fix', 'answer', 'biden', 'president', 'ass']" positive
"['watch', 'latino', 'trump', 'online', 'mercedes', 'schlapp', 'rep', 'gonzalez', 'colon', 'alfredo', 'ortiz', 'rightsidebroadcasting', 'rightsideradio', 'obamagate', 'money', 'maga', 'finance', 'trump', '2020', 'foxandfriends', 'trumptrain', 'cnn', 'trade', 'economy', 'trump']" positive
"['trump', 'supporter', 'economy', 'strong', 'pandemic', 'captain', 'titanic', 'cruise', 'great', 'iceberg', 'tre', '45on', 'stephmillershow', 'hoarsewisperer']" positive
"['improve', 'living', 'standard', 'incur', 'debt', 'soviet', 'union', 'refuse', 'diversify', 'economy', 'kruchev', 'sugar', 'import']" neutral
"['proof', 'care', 'people', 'economy', 'appease', 'lobby', 'make', 'quick', 'buck', 'partisan', 'issue', 'politician', 'happen', 'repubs', 'make', 'simply']" negative
"['economy', 'unbalanced', 'conscious', 'choice', 'aggregate', 'amount', 'conscienceless', 'capitalism', 'choice', 'erode', 'democracy', 'foment', 'distrust', 'people', 'make', 'choice', 'darrenwalker', 'president', 'fordfoundation', 'nytimes']" negative
"['economy', 'tie', 'roman', 'reign', 'cameo', 'price', '250', '600']" negative
"['rofl', 'eat', 'poison', 'golden', 'spoon', '5', 'time', 'big', 'economy', 'big', 'human', 'human', 'understand', 'free', 'human', 'slave']" positive
"['ofc', 'frustrate', 'sabotage', 'people', 'economy', 'btw', 'texas', 'houston', 'top', 'list', 'scaremongering', 'local', 'fox', 'lead', 'charge']" positive
"['covididiots', 'men', 'feel', 'mask', 'make', 'manly', 'dumb', 'sooo', 'pathetic', 'covid', 'covidー', '19', 'investment', 'investor', 'economy']" negative
"['chip', 'fall', 'gotta', 'build', 'economy']" negative
"['country', 'full', 'hate', 'elect', 'disgrace', 'plan', '126k', 'dead', 'american', 'due', 'covid', 'show', 'economy', 'stability', 'show']" negative
"['putin', 'bring', 'jesus', 'china', 'korea', 'job', 'saint', 'forget', 'assimilation', 'people', 'key', 'peace', 'religion', 'politic', 'law', 'economy', 'tax', 'save', 'humanity', 'multipolar', 'planet', 'betwine', 'state', 'empire', 'political', 'party']" positive
"['shit', 'crazy', 'lol', 'cheap', 'everytime', 'local', 'shut', 'economy', 'realdonaldtrump']" neutral
"['suburban', 'mom', 'soft', 'tone', '1', 'vision', '4', 'year', '2', 'show', 'empathy', 'racial', 'issue', 'covid', 'offer', 'hope', '3', 'vp', 'senatortimscott', 'unify', 'relieve', 'racial', 'tension', '4', 'speak', 'law', 'order', 'mob', 'issue', '5', 'give', 'hope', 'economy']" positive
"['rid', 'public', 'bare', 'back', 'pascal', 'corporation', 'pay', 'tax', 'base', 'economy', 'property', 'sector']" negative
"['unemployment', 'black', 'hispanic', 'woman', '60', 'year', 'strong', 'economy', 'amount', 'time', 'covid', 'opportunity', 'zone', 'stand', 'china', 'president', 'sell', 'job', 'rest', 'world']" positive
"['kenya', 'economy', 'perform', 'good', 'expect', 'amid', 'coronavirus', 'cbk', 'bos', 'njoroge']" positive
"['state', 'close', 'business', 'economy', 'state', 'open', 'experience', 'spike', 'matter', 'reality', 'good', 'state', 'flu', 'close', 'hard', 'good']" positive
"['hey', 'jackass', 'stable', 'economy', 'biden', 'yeah', 'uninvited', 'virus', 'jump', 'hypothetical', 'economic', 'cliff']" positive
"['sweden', 'didn', 'impose', 'lockdown', 'economy', 'bad', 'neighbor']" negative
"['monument', 'thing', 'leave', 'city', 'county', 'state', 'decide', 'federal', 'law', 'fed', 'put', 'statue', 'gop', 'government', 'time', 'destroy', 'statue', 'destroy', 'economy']" negative
"['agenda', 'bjp', 'save', 'feku', 'govt', 'bjp', 'indian', 'economy', 'destroy', 'fuel', 'tax', 'high', 'world', 'oil', 'price', 'low', 'job', 'loss', 'high', 'china', 'make', 'territorial', 'attack', 'divert', 'attention', 'raid', 'make', 'ahmed', 'patel', 'congress', 'criticise', 'httweets']" negative
"['trump', 'campaign', 'frustrate', 'trowing', 'biden', 'work', 'beginning', 'trump', 'campaign', 'fall', 'economy', 'positive', 'worthless', 'continue', 'lose', 'sgoing', 'nasty', 'ready']" positive
"['lot', 'people', 'hurt', 'sign', 'economy']" negative
"['understand', 'socialism', 'importantly', 'fact', 'articulation', 'political', 'economy', 'capitalism', 'socialism', 'spectrum', 'finally', 'purely', 'capitalist', 'country']" negative
"['suburbs', 'rural', 'area', 'dems', 'destroy', 'economy', 'win']" positive
"['break', '5', 'nba', 'player', 'test', 'positive', 'virus', 'sport', 'coronavirus', 'virus', 'covid', '19', 'pandemic', 'lockdown', 'health', 'basketball', 'news', 'job', 'healthcare', 'economy']" neutral
"['842', 'billi', 'economy', 'mitch', 'mcconnell', 'racist', 'piece', 'shit']" negative
"['show', 'stupid', 'open', 'economy', 'improve', 'election', 'result', 'covid', 'case', 'dramatically', 'increase', 'economy', 'shut', 'place', 'people', 'die']" neutral
"['hit', 'hard', 'biden', 'liberal', 'catholicism', 'anti', 'life', 'anti', 'god', 'anti', 'economy', 'anti', 'constitution', 'anti', 'america', 'answer']" negative
"['trump', 'roll', 'back', 'obama', 'fuel', 'economy', 'standard', 'industry', 'move', 'electric']" positive
"['talk', 'economy', 'pre', 'cv19', 'dismantling', 'pedowood']" negative
"['keith', 'wood', 'position', 'corrupt', 'keynesiam', 'system', 'good', 'economy', 'simple', 'luciferian']" neutral
"['case', 'lockdown', 'reiterate', 'reason', 'government', 'care', 'economy', 'human', 'life']" positive
"['traitortrump', 'golf', 'american', 'die', 'virus', 'rag', 'economy', 'shatters', 'adversary', 'humiliate', 'lockhimup', 'failureinchief']" negative
"['make', 'cut', 'recession', 'turn', 'depression', 'stimulating', 'economy', 'stimulate', 'form']" neutral
"['tear', 'destruction', 'economy', 'pandemic', 'ignore', 'week', 'middle', 'class', 'people', 'food', 'line', 'mile', '40', 'million', 'people', 'collect', 'unemployment', 'end', 'isn', 'plan']" negative
"['debt', 'lol', 'left', 'transformative', 'measure', 'economy', 'gdp', 've', 'idea', 'helen', 'clarke', 'legacy', 'dhb', 'rma', 'huge', 'poverty', 'inequality', 'socialism', 'work']" positive
"['president', 'trump', 'follow', 'science', 'shut', 'economy', 'blame', 'president', 'trump', 'vote', 'ridiculous', 'sane', 'person']" positive
"['clinton', 'republican', 'congress', 'work', 'dodd', 'frank', 'provide', 'democrat', 'crash', 'economy', 'trump', 'inherit', 'economy', 'obama', '1', 'gdp', 'norm', 'job', 'aren', 'back', 'blame', 'bush', 'entire', 'presidency']" positive
"['democrat', 'economy', 'recover', 'election', 'stupid', 'comprehend', 'trump', 'doesn', 'win', 'economy', 'win', 'recover']" positive
"['trump', 'open', 'economy', 'time', 'force', 'rest', 'world', 'isolate', 'virus', 'infected', 'country', 'blame', 'time']" neutral
"['art', 'wait', 'wait', 'relief', 'package', 'lnp', 'free', 'market', 'pick', 'tab', 'happy', 'reap', 'benefit', 'great', 'economy', 'good', 'insider']" positive
"['covid', '19', 'infection', 'number', 'add', '8', 'people', 'thousand', 'infect', 'america', '95', 'recovery', 'rate', 've', 'shutdown', 'world', 'robust', 'economy', 'game', 'play']" positive
"['omg', 'list', 'thing', 'russia', 'put', 'bounty', 'solider', 'head', 'bless', 'heart', 'admitted', 'white', 'nationalist', 'low', 'black', 'unemployment', 'obama', 'administration', 'hand', 'incredible', 'economy', 'grow', 'trump', 'didn']" positive
"['run', 'casino', 'ground', 'completely', 'crash', 'economy', 'pour', 'gasoline', 'light', 'match', 'burn', 'america', 'ground', 'beat', 'member', 'gop', 'november', 'completely', 'decimate', 'votebluetosaveamerica']" negative
"['create', 'chaos', 'people', 'divide', 'hostile', 'break', 'unhappy', 'depress', 'virus', 'mishandle', 'economy', 'tank', 'health', 'care', 'system', 'dismantle', 'tip', 'iceberg']" negative
"['sir', 'issue', 'access', 'accrual', 'feb', 'till', 'end', 'april', 'fail', 'require', 'send', 'mail', 'withdraw', 'lumpsum', 'customer', 'current', 'economy', 'outlook', 'big', 'mistake']" negative
"['art', 'sector', 'miss', 'jobkeeper', 'work', 'cash', 'economy', 'judgment', 'sole', 'trader', 'insider']" positive
"['excuse', 'lot', 'bit', 'crashing', 'economy', 'cheer', 'covid', '19', 'russia', 'collusion', 'day', 'impeachment', 'rock', 'solid', 'supposedly']" positive
"['austerity', 'simply', 'major', 'contraction', 'economic', 'activity', 'hand', 'holistic', 'vision', 'economy', 'work', 'economy', 'sit', 'ecological', 'constraint', 'votesustainable']" positive
"['aware', 'bernie', 'massive', 'fund', 'raiser', 'drop', 'knew', 'leave', 'race', 'money', 'abuse', 'power', 'trump', 'fake', 'report', 'dems', 'stand', 'good', 'economy', 'crash']" neutral
"['expensive', 'hurt', 'generate', 'future', 'call', 'invest', 'track', 'record', 'repub', 'president', 'effect', 'economy', '80', 'till', 'compare', 'dem', 'president']" negative
"['kevin', 'pay', 'attention', 'rebuild', 'economy', 'trump', 'lead', 'fast', 'steep', 'recession', 'history']" positive
"['bill', 'pass', 'make', 'economy', 'drop']" negative
"['half', 'shutdown', 'tank', 'economy', 'destroyed', 'business', 'reopen', 'fast', 'pandemic', 'stop', 'manage', 'badly', 'bad', 'case', 'scenario']" negative
"['trump', '1', 'vision', '4', 'year', '2', 'show', 'empathy', 'racial', 'issue', 'covid', 'offer', 'hope', '3', 'vp', 'senatortimscott', 'unify', 'relieve', 'racial', 'tension', '4', 'speak', 'law', 'order', 'mob', 'issue', '5', 'give', 'hope', 'economy']" positive
"['realdonaldtrump', 'butt', 'back', 'wh', 'american', 'die', 'covid', '19', 'economy', 'mess', 'find', 'russia', 'put', 'bounty', 'head', 'american', 'soldier', 'golf', 'traitor', 'traitortrump', 'tr45son']" negative
"['flatten', 'curve', 'flatten', 'economy']" negative
"['welfare', 'payment', 'increase', 'economy', 'collapse', 'piece', 'meal', 'attempt', 'sfm', 'make', 'art', 'tradie', 'package', 'target', 'specific', 'group', 'moneyed', 'sfm', 'valuable', 'sell']" positive
"['invoke', 'fear', 'crash', 'trump', 'economy']" negative
"['97', 'population', 'survive', 'world', 'war', 'ii', 'christinacalda', '7', 'start', 'wwii', 'improve', 'economy', 'bit', 'young', 'doesn', 'care']" positive
"['potus', 'full', 'knowledge', 'russia', 'pay', 'bounty', 'taliban', 'hit', 'soldier', 'afghanistan', 'trump', 'traitor', 'leader', 'violate', 'constitution', 'ignore', 'grow', 'pandemic', 'destroy', 'business', 'kill', 'economy', 'hobble', 'debt', 'kill', '128k']" negative
"['man', 'hit', 'wife', 'economy', 'feminist', 'vote']" negative
"['love', 'idealistic', 'space', 'modern', 'mind', 'cynicism', 'surround', 'relationship', 'echo', 'original', 'hopefulness', 'world', 'politics', 'economy', 'academia', 'live', 'ideal', 'love', 'wrong']" positive
"['rocket', 'science', 'regular', 'science', 'science', 'doesn', 'care', 'economy', 'political', 'affiliation']" negative
"['1', 'time', 'person', '40', 'generation', 'suck', 'money', 'buy', 'house', 'economy', 'ruin', 'itsokaynottobeokay', 'buhari']" negative
"['1', 'biden', '1', 'roar', 'economy', 'crash', '16', 'year', 'lamborghini', 'trump', 'joebiden', 'didn', 'commit', 'tre', '45on', 'make', 'strong', 'economy', 'history', 'sleep', 'night', 'happen', 'rule', 'law']" positive
"['sick', 'pathetic', 'scar', 'man', 'crime', 'man', 'commit', 'distract', '128', '000', 'dead', 'covid', 'troop', 'afghanistan', 'sell', 'commander', 'chief', 'tank', 'economy', 'police', 'brutality']" negative
"['bring', 'back', 'economy', 'trump', 'trump', '2020']" positive
"['point', 'trouble', 'exceptional', 'time', 'set', 'circumstance', 'thing', 'important', 'money', 'door', 'economy']" positive
"['extend', 'lockdown', 'threat', 'economy']" negative
"['grandma', 'die', 'economy', 'grow', 'jimmy']" negative
"['texas', 'mayor', 'order', 'curfew', 'state', 'hard', 'hit', 'covid', '19', 'coronavirus', 'virus', 'covid', '19', 'pandemic', 'lockdown', 'health', 'food', 'news', 'job', 'healthcare', 'economy', 'tx']" negative
"['argue', 'finer', 'point', 'federer', 'tennis', 'style', 'cf', 'political', 'economy', 'time', 'log', 'cya']" positive
